No,GH Project,Link SO,GitHub Java File Path,GitHub Method Name,GitHub Start Line,GitHub End Line,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line,Clone Decision,Clone Type,GH Matched Start Line,GH Matched End Line,SO Matched Start Line,SO Matched End Line,Coverage GH,Coverage SO,Text Similarity,Parameterized Similarity,Structural Similarity,Semantic Evidence,Confidence,Reason,Review Required,Parse Mode GH,Parse Mode SO,GitHub Snippet SHA256,Stack Overflow Snippet SHA256,Manual Decision,Manual Clone Type,Manual Notes,Manual Reviewed At
748,macrozheng,https://stackoverflow.com/questions/58370217,macrozheng/mall/mall-portal/src/main/java/com/macro/mall/portal/config/GlobalCorsConfig.java,corsFilter,19,33,58370217/58370217_2_recent.java,method,1,45,NOT_CLONE,,,,,,0.8000,0.2222,0.2437,0.2482,0.8000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,0de5752448130aac3a2373b0ec02889deb7fb1164ffe63b93fc17cb3adccb08d,e5d1a9afc2e2c93478994f4bf08bfa6d0f75d4850cc19d2718ea81477a23b239,,,,
738,marlinski,https://stackoverflow.com/questions/52144662,marlinski/rumble/app/src/main/java/org/disrupted/rumble/util/FileUtil.java,isExternalStorageWritable,70,76,52144662/52144662_2_181397043.java,method,1,97,CLONE,TYPE_3,71,76,91,96,0.8571,0.0674,0.0427,0.0427,0.8571,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,4aa3c06370d19977854e72b29c90bc20238b3b29ef4237603c44e78620553474,a0a758e1acec5e8c1d447e3e9ee771b74b0365261c507f2efafa3d7c2c5fe1b6,,,,
580,massivecraft,https://stackoverflow.com/questions/24127188,massivecraft/massivecore/src/com/massivecraft/massivecore/adapter/AdapterModdedEnumType.java,read,60,66,24127188/24127188_2_recent.java,method,1,32,CLONE,TYPE_1,60,66,22,28,1.0000,0.1790,0.1790,0.1790,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,ebd13af3635066f107f1892157d492ed1870fa840121b09b1e30103f9e9f5db1,9c613d25f05a3f7b48a39ccdb5a2a629fa527c6ff199f86249eeef159d142f85,CLONE,TYPE_1,,2026-07-31T07:43:17.731Z
481,matsim-org,https://stackoverflow.com/questions/29575747,matsim-org/matsim-libs/contribs/pseudosimulation/src/main/java/org/matsim/contrib/pseudosimulation/distributed/io/SimpleFileServer.java,main,16,49,29575747/29575747_2_recent.java,main,21,60,CLONE,TYPE_3,16,49,21,60,1.0000,0.9722,0.9690,0.9844,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,9b22abfcb845dd541401e5ef1a088467931988e4736ba711dc3e71939dfbeb5a,a626f43a3959c0f41022bfdd8b467b30e0cc7b5452da5dd86cf205aef60ce931,,,,
482,matsim-org,https://stackoverflow.com/questions/65112087,matsim-org/matsim-libs/matsim/src/main/java/org/matsim/pt/counts/SimpleWriter.java,close,90,97,65112087/65112087_2_236114933.java,method,1,14,CLONE,TYPE_3,92,97,6,12,0.8750,0.5385,0.2842,0.3118,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,c611d9475e7f5144eda52785d84441889ec01981ea2f8d2777de446f00978dad,bfd25b0cefc5ac3560bffbf7a591dd233b12e23d2be9c87d4c4896c653822424,,,,
483,matsim-org,https://stackoverflow.com/questions/65112087,matsim-org/matsim-libs/matsim/src/main/java/org/matsim/pt/counts/SimpleWriter.java,flush,99,106,65112087/65112087_2_recent.java,method,1,14,CLONE,TYPE_3,101,106,6,14,0.8750,0.5000,0.2368,0.2589,0.8750,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,d58bc15448ff13dcec44d60d7d3c9c57e779dba11fdc22edb9fe0e0f44e6274c,71b17ab0dfef241038698cbe84f936e0729edbf566847627be4c2299f2e71464,,,,
324,meituan-dianping,https://stackoverflow.com/questions/37957745,meituan-dianping/zebra/zebra-client/src/main/java/com/dianping/zebra/util/StringUtils.java,md5,185,194,37957745/37957745_2_recent.java,method,1,27,CLONE,TYPE_3,186,194,14,27,0.8000,0.3200,0.4167,0.4489,0.8000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,f8f99271b20e7fd0fbc14b6d0f63ed6558214a95520e038917153e0091802df5,8939a108f339bbe400d36a237dafdb9c6e823cc7b355e172411716a2c58b8716,,,,
183,mercyblitz,https://stackoverflow.com/questions/45590884,mercyblitz/geekbang-lessons/projects/stage-1/user-platform/servlet-web/src/main/java/org/geektimes/projects/servlet/filter/EncodingFilter.java,doFilter,38,45,45590884/45590884_2_recent.java,method,1,25,NOT_CLONE,,,,,,0.7143,0.2632,0.3758,0.4138,0.7143,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,2c1766a0e83bac101f5c5b13c9e5c579e4d6b1c7afbf9a6619d6175258589bdd,1e1c5986c1d4b1630d1c075da7e6f6aa2a176866a56623e300574a7546bd130c,,,,
20,mesquiteproject,https://stackoverflow.com/questions/9293885,mesquiteproject/mesquitecore/Source/mesquite/lib/MesquiteFile.java,copy,311,323,9293885/9293885_2_recent.java,method,1,18,CLONE,TYPE_3,311,323,1,18,1.0000,0.5789,0.8788,0.8788,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,eec1e7cfe3fc357e603d55fca55b0b1259b379509e739abc0b86f8385353ef11,2a7bfcda094a8dd312bb8740fe545d7bdce7f2ed7470f4dafaef302a58f8d157,,,,
206,micromata,https://stackoverflow.com/questions/23839705,micromata/projectforge/projectforge-business/src/main/java/org/projectforge/business/teamcal/servlet/TeamCalResponseServlet.java,init,81,88,23839705/23839705_2_65821537.java,method,1,15,CLONE,TYPE_2,81,88,6,12,1.0000,0.6000,0.5814,0.6000,1.0000,,HIGH,A complete fragment has identical normalized syntax with consistent identifier mapping.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,8858333beff3eca5d90ad9aa5c0a2231bfa10ed76b3b4cfc739ba18b7122c6d9,a0d2824f566134462ffb703279f18bd3aa507f4ebc1257c9dc9e0bb4c57499ec,CLONE,TYPE_1,,2026-07-31T07:57:55.486Z
677,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,minecraftmoddevelopment/mmdbot/src/painter/java/com/mcmoddev/mmdbot/painter/util/ImageUtils.java,generateMask,64,80,51608517/51608517_2_recent.java,method,1,149,CLONE,TYPE_3,64,80,136,149,0.9231,0.0876,0.1073,0.1073,0.9231,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,509524229d3780fac596ccd0527c7b8bd10b71df3521ec2e198cbfcb88a1a909,ad69813b769521467d19463ccbca5beb345e91795b5192453204018f3fffdc0c,,,,
678,minecraftmoddevelopment,https://stackoverflow.com/questions/51608517,minecraftmoddevelopment/mmdbot/src/painter/java/com/mcmoddev/mmdbot/painter/util/ImageUtils.java,generatePaintMask,82,98,51608517/51608517_2_recent.java,method,1,149,CLONE,TYPE_3,82,98,136,149,0.9231,0.0876,0.1034,0.1073,0.9231,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,dd0439e383ccc1410d568f747c54a3cd887effa411be18336bfba74502453732,ad69813b769521467d19463ccbca5beb345e91795b5192453204018f3fffdc0c,,,,
111,mirakelx,https://stackoverflow.com/questions/27436796,mirakelx/mirakel-android/new_ui/src/main/java/de/azapps/mirakel/new_ui/views/ProgressDoneView.java,drawableToBitmap,226,237,27436796/27436796_2_recent.java,method,1,69,NOT_CLONE,,,,,,0.8000,0.1509,0.2519,0.2519,0.8000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,491a2ca62612012e5d84d7a451bf22a4a3a731dee1a05e001d92bc035151c724,013fc74b4b1e50d7151fc65fefa8cc44da4b053589a2734d54ef3a8a8aba2240,,,,
647,mitchtabian,https://stackoverflow.com/questions/50930455,mitchtabian/android-instagram-clone/app/src/main/java/tabian/com/instagramclone2/Utils/FirebaseMethods.java,addNewUser,592,617,50930455/50930455_6_recent.java,method,1,16,UNCERTAIN,,,,,,0.5000,0.5000,0.8444,0.9302,0.5000,,LOW,Similarity is suggestive but does not satisfy the conservative Type III rule.,YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,4463a4b905125e067429b34e3729372025392a13df71a0d8084ff537d6a8d983,c5ad7236a188e2dba13915659e26058438d539d777c6cf78e7c507e01bba75fa,,,,
772,miyabayt,https://stackoverflow.com/questions/13956092,miyabayt/spring-boot-doma2-sample/sample-web-base/src/main/java/com/bigtreetc/sample/web/base/filter/ClearMDCFilter.java,doFilterInternal,16,26,13956092/13956092_2_recent.java,method,1,25,NOT_CLONE,,,,,,1.0000,0.4706,0.3661,0.3784,1.0000,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,cf99706bbe6b442a88d100cbf42400ce33a04bc324a14819eecb08dca2817658,fc96e321b959ca9d374fd452a60161f81cd89f8a76e95eb7e7a43f37d0c8821e,,,,
131,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,remove,78,90,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,78,90,7,19,1.0000,0.0570,0.0570,0.0570,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,0aa0c90c942ff23d065d3503bb96d03d62be6e751b8d63537b45b135d96d6aed,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:43:23.648Z
132,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,process,130,143,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,130,143,59,72,1.0000,0.0645,0.0645,0.0645,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,96538b6e4fae21d66d15d9254e59494741182daa361f88420cb547242ca32aaa,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:43:30.065Z
133,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,processTextShowingOp,154,205,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,154,205,83,134,1.0000,0.2815,0.2815,0.2815,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,71c63422e6c84eee5c06e2b1ddd92478bc0d407ec9aad6e1fdb4d4b4b2c27c2d,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:43:46.198Z
134,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,countStrings,211,221,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,211,221,140,150,1.0000,0.0373,0.0373,0.0373,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,70a0007ff05af0218fb9c21b251588f0015edf1982f4b9371ea373d09ea34b15,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:43:56.248Z
135,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,renderText,254,270,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,254,270,183,199,1.0000,0.0957,0.0957,0.0957,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,54e113fdd1f520e35d8c05a7db419a25730c96a1c6ac55e06a27eb234ef9573e,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:44:01.914Z
136,mkl-public,https://stackoverflow.com/questions/57398454,mkl-public/testarea-itext5/src/main/java/mkl/testarea/itext5/content/SimpleTextRemover.java,reduceToPartialMatch,277,290,57398454/57398454_2_recent.java,method,1,289,CLONE,TYPE_1,277,290,206,219,1.0000,0.0522,0.0522,0.0522,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,b5dd8c47e10223b3d844575507c52495dfb5a657a8f2a622a052a1ee8e7e736d,51d3cb558f9612b71ece676d90577aa4b560351af02292fe344de388460acce4,CLONE,TYPE_1,,2026-07-31T07:44:07.265Z
137,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,renderPath,63,123,41751396/41751396_8_136432238.java,method,1,123,CLONE,TYPE_1,63,123,16,71,1.0000,0.4395,0.4395,0.4395,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,b2103d063b8e486f85e722167663c369fa1aefc5925f86d26567d9f638b7f199,b6163466e5b4998da9ae539b779c232eea33aba7b0aef12d7c4091f9e3681cd0,CLONE,TYPE_1,,2026-07-31T07:44:23.981Z
138,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,transform,130,141,41751396/41751396_8_136432238.java,method,1,123,CLONE,TYPE_1,130,141,76,87,1.0000,0.1333,0.1333,0.1333,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,1a9a7cfc0b183670c33126f00809bd208463a0e340a2d6cd86ef77678672b8dc,b6163466e5b4998da9ae539b779c232eea33aba7b0aef12d7c4091f9e3681cd0,CLONE,TYPE_1,,2026-07-31T07:44:33.098Z
139,mkl-public,https://stackoverflow.com/questions/41751396,mkl-public/testarea-itext5/src/test/java/mkl/testarea/itext5/extract/ExtractPaths.java,expandRectangleCoordinates,143,153,41751396/41751396_8_136432238.java,method,1,123,CLONE,TYPE_1,143,153,88,98,1.0000,0.1367,0.1367,0.1367,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,51c1daef8cb9af49d322ac9e07f59cf8073675b381503712de33b2e8b7108262,b6163466e5b4998da9ae539b779c232eea33aba7b0aef12d7c4091f9e3681cd0,CLONE,TYPE_1,,2026-07-31T07:44:37.032Z
342,mpue,https://stackoverflow.com/questions/62722315,mpue/blackboard/src/org/pmedv/core/gui/controller/ApplicationLoginController.java,keyPressed,188,195,62722315/62722315_2_recent.java,method,1,292,NOT_CLONE,,,,,,0.6667,0.0143,0.0158,0.0167,0.6667,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,c563f85ec717176986e6266f037b1621b5f057ada9bc1a33c18f63bd1213a004,e2ac616925ea8d4ae04ebf349fe282d7c2023af94144d869fbdfe818423a4356,,,,
43,mrcrayfish,https://stackoverflow.com/questions/36950444,mrcrayfish/modelcreator/src/main/java/com/mrcrayfish/modelcreator/Exporter.java,space,64,73,36950444/36950444_6_116982498.java,method,1,38,CLONE,TYPE_3,66,73,33,38,0.8889,0.1818,0.1519,0.1643,0.8889,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,0c17ca97592bc5e2573371e85c3c9146a479a59f8c400980f0e0d797b371979f,92972a8e4c15d9bb32be2ee1c17d15a09b78c47f9ccb61c905c29d17359f7f9e,,,,
86,mucommander,https://stackoverflow.com/questions/36805363,mucommander/mucommander/mucommander-viewer-image/src/main/java/com/mucommander/viewer/image/ImageViewer.java,mouseDragged,173,189,36805363/36805363_2_recent.java,method,1,87,CLONE,TYPE_2,173,189,61,74,1.0000,0.1818,0.1774,0.1818,1.0000,,HIGH,A complete fragment has identical normalized syntax with consistent identifier mapping.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,4ecf9de9ea08c1045396c00bc0b367656141cbcef069b54084dbb75fc72ee9fe,0b3c5ee603e76dab4229063802e1a467054d3c82a11e50ee3e7424550dcfcdeb,CLONE,TYPE_2,,2026-07-31T07:58:17.223Z
283,mycatapache,https://stackoverflow.com/questions/60266789,mycatapache/mycat2/common/src/main/java/io/mycat/util/HexFormatUtil.java,bytesToHexString,33,41,60266789/60266789_2_recent.java,method,1,13,CLONE,TYPE_3,33,41,2,13,1.0000,0.7333,0.7863,0.7863,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,140f606f257cf1534097de1013e4dce6d19d31788324f4202154a04b9ad2c895,f5d0f99e551986ab714a5c9071b6dfd07fd610c30bde3c0915af92838cb3e23c,,,,
284,mycatapache,https://stackoverflow.com/questions/60266789,mycatapache/mycat-server/src/main/java/io/mycat/util/HexFormatUtil.java,bytesToHexString,33,41,60266789/60266789_2_recent.java,method,1,13,CLONE,TYPE_3,33,41,2,13,1.0000,0.7333,0.7863,0.7863,1.0000,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,87112e2772e951d4e908bece087f067e62939828f624b5034f90ac0000397eea,f5d0f99e551986ab714a5c9071b6dfd07fd610c30bde3c0915af92838cb3e23c,,,,
585,nasaworldwind,https://stackoverflow.com/questions/13542540,nasaworldwind/worldwindjava/src/gov/nasa/worldwindx/examples/SimpleShapeDragging.java,run,80,86,13542540/13542540_2_recent.java,run,12,21,CLONE,TYPE_3,82,86,14,21,0.8333,0.5556,0.5294,0.5522,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,fd58dcbb03ecd21eb33152e144e32078b4c9f77f5e7aa2145984fef0460cfa80,169e8ead3b0761488eaa7254b870fc12de69546d92d44c45bc7bf2c61081eb1c,,,,
586,nasaworldwind,https://stackoverflow.com/questions/13542540,nasaworldwind/worldwindjava/src/gov/nasa/worldwindx/examples/SimplestPossibleExample.java,run,55,61,13542540/13542540_2_recent.java,run,12,21,CLONE,TYPE_3,57,61,14,21,0.8333,0.5556,0.5294,0.5522,0.8333,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,a3fe649a37dc9e3b09ef9cef870f568be0a981d5124a302228cb811f3cb9e344,169e8ead3b0761488eaa7254b870fc12de69546d92d44c45bc7bf2c61081eb1c,,,,
791,nationalsecurityagency,https://stackoverflow.com/questions/62722315,nationalsecurityagency/ghidra/Ghidra/Framework/Docking/src/main/java/docking/widgets/filechooser/DirectoryList.java,keyPressed,151,157,62722315/62722315_2_recent.java,method,1,292,NOT_CLONE,,,,,,0.8333,0.0179,0.0158,0.0162,0.8333,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,2c518c21abf82f4eec4cce20a8df1b336ca2c2651f85f121ddfb09e67ef915c9,e2ac616925ea8d4ae04ebf349fe282d7c2023af94144d869fbdfe818423a4356,,,,
315,nativejdb,https://stackoverflow.com/questions/29866762,nativejdb/nativejdb/src/test/data/Hellosources/java/util/ComparableTimSort.java,sort,179,224,29866762/29866762_2_89013107.java,method,1,40,CLONE,TYPE_3,182,224,4,40,0.7500,0.7500,0.8510,0.8805,0.7500,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,1c2e6b7fad207a73b341b48235581ded12015fae31385c8d66729b9574424255,f2d6cbd0090a5f2d602e8ecb6f9e7d1f017c9b1874ab1fd7662f6c775d2ff52c,,,,
316,nativejdb,https://stackoverflow.com/questions/29866762,nativejdb/nativejdb/src/test/data/Hellosources/java/util/TimSort.java,sort,210,256,29866762/29866762_2_89013107.java,method,1,40,CLONE,TYPE_1,210,256,1,40,1.0000,1.0000,1.0000,1.0000,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,1bba7e024cd985253d3247dd4f5cdc15ac591c639876dac78382e99978767e4a,f2d6cbd0090a5f2d602e8ecb6f9e7d1f017c9b1874ab1fd7662f6c775d2ff52c,CLONE,TYPE_1,,2026-07-31T07:44:44.515Z
317,nativejdb,https://stackoverflow.com/questions/46830988,nativejdb/nativejdb/src/test/data/Hellosources/java/util/HashMap.java,putMapEntries,496,514,46830988/46830988_4_158689916.java,method,1,19,CLONE,TYPE_1,496,514,1,19,1.0000,1.0000,1.0000,1.0000,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,b469a303e48b332826bea2ef3f41947dd12eb9c1b4ae1767beefa06774090899,73ad567e827a0c242a3d4dca670e673db9bfe0077c48eaf8d743be9a61a6bd3c,CLONE,TYPE_1,,2026-07-31T07:44:49.415Z
318,nativejdb,https://stackoverflow.com/questions/62919983,nativejdb/nativejdb/src/test/data/Hellosources/java/util/Random.java,seedUniquifier,108,117,62919983/62919983_2_recent.java,method,1,17,CLONE,TYPE_1,108,117,4,13,1.0000,0.5114,0.5114,0.5114,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,78cfe9d4b45262d038cc20e23886c79d802d4e1c0358a6ae089a8c774a13c1d0,c018fe2d3a4e1c9c2735a33281bfc762a1234856424614f3c93f717baf97815e,CLONE,TYPE_1,,2026-07-31T07:44:52.771Z
319,nativejdb,https://stackoverflow.com/questions/50578162,nativejdb/nativejdb/src/test/data/Hellosources/java/nio/DirectByteBuffer.java,DirectByteBuffer,112,140,50578162/50578162_2_recent.java,method,1,22,CLONE,TYPE_3,112,135,1,22,0.9167,0.9565,0.9462,0.9674,0.9565,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,TOKEN_FALLBACK,bd91e4bbbb81a5ab885ba6b340a9f54b25ff2a80afc0d685f1efb26f3e59541f,0aede1d97bb844fb057280b72a193d2f1f68437bd90be7fc4f3123b4f7538705,,,,
320,nativejdb,https://stackoverflow.com/questions/29330741,nativejdb/nativejdb/src/test/data/Hellosources/java/math/BigDecimal.java,divide,5699,5711,29330741/29330741_6_86929181.java,method,1,13,CLONE,TYPE_3,5700,5711,2,13,0.8571,0.8571,0.9630,0.9630,0.8571,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,36bb1e471b0767e848c2679d03fa87127f228da64e78d264ac92014c1a71a189,9307832391140acf4a96db84b514584bd55eca9e37b43841df3abf69ad712e43,,,,
321,nativejdb,https://stackoverflow.com/questions/29330741,nativejdb/nativejdb/src/test/data/Hellosources/java/math/BigDecimal.java,divide,5713,5725,29330741/29330741_6_86929181.java,method,1,13,CLONE,TYPE_1,5713,5725,1,13,1.0000,1.0000,1.0000,1.0000,1.0000,,HIGH,A complete fragment occurs verbatim after removing comments and layout.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,4d0557069d419a2f356c1e19658e7b2fa7e49d137f528e95ad6b23d93fec629c,9307832391140acf4a96db84b514584bd55eca9e37b43841df3abf69ad712e43,CLONE,TYPE_1,,2026-07-31T07:44:54.049Z
710,neo4j,https://stackoverflow.com/questions/65112087,neo4j/graph-data-science/io/csv/src/main/java/org/neo4j/gds/core/io/file/csv/UserInfoVisitor.java,close,53,61,65112087/65112087_2_236114933.java,method,1,14,CLONE,TYPE_3,55,61,6,12,0.7778,0.5385,0.3474,0.3763,0.7778,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,bf2ffe1896a04e742f4cda4edc45e8f4a79445dd31eae79742f637e2bfc19050,bfd25b0cefc5ac3560bffbf7a591dd233b12e23d2be9c87d4c4896c653822424,,,,
15,nervenetwork,https://stackoverflow.com/questions/54298032,nervenetwork/nerve/common/nuls-core/src/main/java/io/nuls/core/crypto/ByteStreams.java,copy,47,62,54298032/54298032_2_190009745.java,copy,52,65,CLONE,TYPE_3,51,62,54,65,0.8000,0.9231,0.8043,0.8242,0.9231,,MEDIUM,"A substantial ordered core of normalized statements was found with additions, deletions, or changes.",YES,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,8bf600e7a232539a9d76169afda5853927ee863f3b405719d3f6b8d0b7a3788d,08521e65a5ecc5c79e8dc6c719bce0b7bb1b7d79088b73dae9cc009eefa5decc,,,,
162,netty,https://stackoverflow.com/questions/20274776,netty/netty/common/src/test/java/io/netty/util/internal/ObjectCleanerTest.java,run,42,49,20274776/20274776_2_recent.java,method,1,29,NOT_CLONE,,,,,,0.8571,0.2069,0.1486,0.1644,0.8571,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,9f99acbb7e32e306d4d4e84c107d87bb457d4c8c6d288ddbe46e25458ed26621,6ba55751d71bed7221760a0b9460341fcff8b6245c82ecf56f57310458e27eb9,,,,
163,netty,https://stackoverflow.com/questions/20274776,netty/netty/common/src/test/java/io/netty/util/internal/ObjectCleanerTest.java,run,79,86,20274776/20274776_2_recent.java,method,1,29,NOT_CLONE,,,,,,0.8571,0.2069,0.1486,0.1644,0.8571,,MEDIUM,No Type I/II containment or substantial ordered statement core was found.,NO,BALANCED_TOKEN_SEQUENCE,BALANCED_TOKEN_SEQUENCE,9f99acbb7e32e306d4d4e84c107d87bb457d4c8c6d288ddbe46e25458ed26621,6ba55751d71bed7221760a0b9460341fcff8b6245c82ecf56f57310458e27eb9,,,,
